drug_a,drug_b,label
DB00328,DB05039,1
DB12713,DB01181,0
DB00818,DB01242,1
DB09238,DB00846,0
DB00261,DB02489,1
DB06738,DB01194,0
DB12978,DB06148,0
DB00619,DB00796,1
DB06267,DB11963,0
DB00776,DB01297,0
DB05109,DB09238,1
DB00972,DB00194,0
DB01171,DB01191,1
DB00184,DB04884,0
DB08903,DB08827,0
DB01036,DB08827,0
DB00619,DB06701,0
DB00422,DB01609,0
DB01232,DB00784,0
DB00467,DB04911,0
DB00758,DB02187,0
DB00486,DB01611,0
DB09065,DB09330,1
DB00193,DB05812,1
DB01072,DB04794,1
DB09244,DB00307,0
DB00227,DB01069,1
DB06228,DB12329,0
DB00877,DB00998,0
DB00668,DB01039,1
DB04975,DB00468,0
DB00608,DB01601,1
DB04652,DB11652,1
DB06594,DB08439,1
DB01268,DB09065,1
DB04840,DB05271,1
DB03756,DB06594,1
DB00489,DB13874,1
DB00914,DB00484,0
DB00495,DB09236,0
DB00843,DB02187,0
DB00908,DB12674,0
DB01667,DB00751,0
DB06636,DB09236,1
DB00195,DB00238,1
DB01087,DB09063,1
DB08893,DB00741,0
DB00956,DB04572,1
DB00234,DB09183,1
DB04920,DB06729,1
DB00953,DB01369,0
DB00932,DB01384,1
DB00734,DB01409,1
DB00912,DB00969,0
DB00590,DB00672,1
DB01208,DB08875,0
DB00176,DB12874,1
DB11586,DB00555,0
DB06282,DB06712,1
DB01048,DB01098,0
DB00330,DB11581,1
DB09071,DB11581,1
DB06414,DB13919,1
DB00764,DB13174,0
DB00628,DB00810,0
DB11915,DB08827,0
DB00642,DB11689,1
DB02134,DB01104,0
DB09049,DB00960,0
DB00238,DB01392,1
DB00315,DB00365,1
DB00608,DB00914,1
DB00185,DB00908,1
DB00283,DB00731,1
DB01129,DB06729,0
DB00951,DB01076,1
DB00582,DB00731,1
DB08827,DB01075,0
DB01013,DB00663,0
DB00496,DB01228,1
DB00563,DB06207,0
DB00574,DB11689,1
DB01609,DB01583,0
DB04896,DB11614,1
DB01268,DB04832,1
DB01388,DB13174,0
DB00185,DB09291,1
DB04856,DB00338,0
DB00831,DB01079,1
DB00501,DB00570,1
DB00240,DB12582,0
DB01656,DB11986,1
DB00914,DB01536,0
DB00851,DB01418,1
DB00374,DB00972,1
DB00977,DB01100,1
DB00193,DB00773,1
DB01035,DB05239,0
DB00563,DB08865,1
DB03515,DB00367,0
DB00528,DB08910,0
DB00904,DB04840,1
DB00213,DB01062,0
DB00448,DB00909,1
DB01087,DB01274,1
DB00559,DB01406,1
DB00227,DB00384,0
DB00863,DB01591,1
DB00978,DB04356,1
DB00712,DB01210,0
DB06210,DB05109,0
DB01367,DB01645,1
DB09236,DB00209,0
DB09167,DB12887,0
DB13174,DB01032,0
DB00933,DB05109,1
DB00908,DB04889,1
DB09124,DB01177,0
DB00699,DB06218,0
DB03496,DB00545,0
DB01132,DB13179,1
DB01026,DB09232,1
DB00320,DB04946,1
DB00674,DB01667,0
DB00394,DB01072,1
DB04630,DB00753,0
DB00603,DB04938,1
DB12941,DB09327,0
DB00627,DB12245,1
DB04829,DB04725,0
DB00731,DB11855,1
DB00582,DB05812,1
DB00911,DB09389,0
DB00911,DB01171,0
DB00857,DB01764,0
DB01211,DB11901,1
DB00445,DB01708,0
DB06739,DB01623,0
DB00738,DB06691,1
DB06144,DB12147,0
DB00208,DB12005,1
DB13179,DB06756,0
DB04725,DB11979,1
DB04938,DB09204,1
DB00448,DB01393,1
DB00374,DB01026,1
DB01100,DB06702,1
DB05154,DB12329,0
DB04557,DB00706,0
DB01624,DB01685,1
DB01410,DB01007,0
DB00951,DB00655,0
DB00674,DB02709,0
DB00813,DB00263,0
DB00911,DB11757,0
DB00328,DB00704,1
DB01026,DB01628,1
DB00731,DB04871,1
DB00363,DB11679,1
DB00679,DB01058,1
DB00468,DB06603,1
DB01165,DB04835,0
DB00381,DB11574,0
DB00973,DB11560,0
DB00228,DB03783,0
DB00412,DB00836,1
DB00187,DB00361,1
DB01595,DB12001,0
DB06777,DB01223,0
DB00792,DB09039,1
DB04855,DB06789,1
DB01393,DB09053,0
DB00897,DB01264,1
DB12612,DB00392,0
DB00201,DB00532,1
DB12582,DB00792,0
DB00956,DB06287,1
DB13003,DB04871,0
DB00553,DB05708,1
DB01320,DB04665,1
DB00796,DB01096,0
DB05219,DB01611,0
DB04845,DB11837,1
DB00433,DB12267,0
DB09244,DB01007,0
DB12026,DB09143,0
DB00363,DB01357,1
DB00731,DB01029,1
DB01069,DB01096,1
DB01069,DB09167,1
DB00496,DB08910,0
DB00255,DB00608,1
DB00783,DB01405,1
DB00927,DB09225,1
DB01211,DB01418,1
DB00185,DB00530,1
DB01418,DB12245,1
DB00668,DB01036,1
DB04975,DB04884,0
DB00530,DB00598,1
DB00696,DB01100,1
DB01685,DB00283,0
DB11574,DB01002,0
DB06207,DB00819,0
DB00717,DB12483,1
DB00932,DB12141,1
DB01012,DB09288,1
DB01183,DB01041,0
DB11652,DB00623,0
DB06401,DB01048,0
DB00857,DB04552,0
DB00304,DB13919,1
DB12887,DB01611,0
DB01068,DB01264,1
DB00234,DB00982,0
DB00224,DB12887,1
DB09185,DB11837,1
DB00358,DB00972,0
DB01263,DB08439,1
DB00455,DB00788,1
DB01403,DB06210,0
DB00705,DB01536,1
DB13158,DB08439,0
DB04070,DB00448,0
DB11901,DB08995,0
DB00396,DB06594,1
DB01097,DB01411,1
DB00444,DB06282,0
DB00862,DB00437,0
DB00629,DB01086,1
DB04844,DB09195,1
DB01355,DB06605,1
DB00661,DB00897,1
DB04356,DB05708,1
DB01048,DB02489,0
DB00176,DB11886,1
DB00118,DB00678,0
DB00912,DB11730,1
DB00841,DB01320,0
DB11581,DB00861,0
DB00499,DB00675,1
DB00642,DB01645,1
DB08877,DB13879,1
DB00731,DB00527,0
DB00888,DB00250,0
DB11737,DB01198,0
DB11817,DB06726,0
DB01062,DB01193,1
DB02709,DB12597,0
DB00850,DB04574,1
DB01076,DB06207,0
DB00532,DB01628,1
DB11921,DB00283,0
DB00623,DB00629,0
DB00952,DB03010,0
DB00455,DB12026,1
DB06700,DB11986,1
DB00213,DB04832,1
DB06605,DB13874,1
DB00911,DB12874,0
DB00683,DB00655,0
DB11837,DB00495,0
DB06636,DB06738,1
DB01224,DB05109,1
DB00337,DB00751,0
DB00439,DB09185,1
DB01174,DB08995,1
DB00983,DB01096,1
DB01036,DB08875,1
DB06148,DB01261,0
DB00553,DB01405,1
DB00912,DB11613,1
DB00741,DB01114,1
DB00328,DB06636,1
DB12010,DB00857,0
DB06287,DB01068,0
DB12941,DB02489,0
DB04841,DB05708,1
DB00598,DB09048,1
DB01405,DB06817,0
DB00783,DB00983,1
DB06212,DB00799,0
DB09291,DB11979,1
DB01138,DB00906,0
DB01222,DB06726,0
DB00214,DB01228,0
DB01214,DB11942,0
DB00209,DB00591,0
DB04572,DB00546,0
DB12020,DB04794,0
DB00764,DB09223,0
DB00327,DB01685,1
DB00563,DB11581,1
DB00814,DB00972,1
DB00177,DB00227,1
DB12713,DB00699,0
DB01194,DB12674,0
DB04938,DB06729,1
DB00549,DB01138,1
DB00472,DB02134,1
DB04845,DB09274,0
DB00238,DB04725,1
DB00827,DB02134,1
DB00740,DB00194,0
DB00444,DB00738,1
DB00220,DB00297,1
DB00288,DB00972,0
DB05990,DB00294,0
DB00363,DB00401,1
DB04356,DB09073,0
DB01295,DB00906,0
DB00379,DB12161,1
DB01303,DB00891,0
DB09073,DB00734,0
DB06203,DB11730,1
DB00358,DB00173,0
DB00482,DB09227,1
DB00580,DB11757,1
DB00532,DB09039,1
DB11691,DB03783,0
DB00330,DB12010,0
DB00454,DB09101,1
DB00327,DB00590,1
DB01409,DB00817,0
DB09273,DB11560,0
DB01037,DB12218,0
DB01588,DB09048,1
DB11689,DB00489,0
DB00279,DB09061,0
DB00214,DB11652,1
DB00238,DB03783,1
DB00503,DB08807,1
DB00346,DB09244,0
DB00327,DB00888,0
DB00401,DB06738,0
DB01181,DB01472,0
DB00414,DB01274,1
DB00598,DB00976,0
DB09225,DB00448,0
DB01210,DB04825,0
DB08901,DB09183,1
DB00914,DB06729,1
DB01152,DB00973,0
DB00188,DB01245,0
DB00250,DB06401,0
DB00328,DB00737,0
DB11712,DB00347,0
DB01183,DB04884,0
DB00642,DB04070,0
DB00238,DB00412,1
DB01242,DB08816,1
DB01074,DB03496,0
DB00910,DB00263,0
DB06678,DB11614,1
DB08896,DB09101,1
DB00191,DB06729,0
DB00712,DB01117,1
DB02709,DB05154,0
DB00787,DB09273,1
DB01014,DB04839,0
DB13179,DB01069,0
DB01028,DB12597,1
DB00717,DB00736,0
DB06756,DB12301,0
DB09274,DB06268,0
DB00784,DB12255,1
DB09071,DB03756,0
DB06412,DB00334,0
DB00593,DB09237,0
DB08933,DB11737,0
DB00402,DB08798,0
DB06712,DB11693,1
DB00317,DB00918,1
DB00409,DB00489,1
DB00621,DB00788,1
DB00744,DB04856,1
DB12674,DB11682,0
DB00744,DB01059,1
DB06803,DB06267,0
DB04845,DB00813,0
DB00202,DB11613,0
DB08502,DB09013,0
DB01268,DB00356,0
DB04884,DB05812,1
DB04920,DB04908,0
DB01181,DB04977,1
DB00240,DB00489,0
DB00439,DB00568,1
DB05239,DB06412,0
DB12887,DB00744,0
DB05239,DB00947,0
DB00443,DB01032,0
DB00263,DB00531,1
DB00846,DB09101,0
DB01059,DB00866,0
DB04828,DB12582,0
DB01079,DB01319,0
DB01009,DB11791,0
DB01131,DB00685,0
DB08933,DB00401,0
DB08922,DB11952,0
DB00591,DB00623,0
DB06403,DB01008,0
DB00528,DB12026,0
DB00912,DB01217,1
DB00783,DB12371,1
DB00549,DB08808,0
DB04894,DB00778,0
DB01072,DB01559,1
DB00425,DB01388,1
DB01079,DB12693,1
DB04841,DB01259,0
DB12582,DB00490,0
DB08933,DB01228,0
DB01380,DB00934,0
DB00358,DB00758,0
DB00717,DB03010,1
DB00745,DB01097,1
DB00656,DB11942,0
DB04825,DB01098,0
DB00409,DB00482,1
DB00744,DB00966,0
DB00250,DB00588,1
DB01118,DB04871,1
DB00494,DB11614,1
DB00668,DB06739,1
DB00683,DB00304,0
DB00467,DB01217,0
DB00972,DB01211,1
DB09048,DB13874,1
DB08816,DB09227,1
DB06595,DB08439,1
DB00598,DB00904,1
DB00799,DB11652,1
DB04911,DB06144,1
DB09049,DB09123,0
DB01086,DB08808,1
DB00469,DB01118,1
DB00872,DB01628,1
DB01263,DB08877,1
DB08907,DB04076,0
DB04898,DB09034,0
DB12026,DB06678,0
DB01609,DB00706,0
DB00335,DB00402,0
DB00118,DB00669,0
DB00283,DB00699,1
DB00330,DB04855,1
DB00960,DB01087,1
DB06741,DB12301,0
DB08846,DB00668,0
DB06725,DB09143,0
DB00857,DB01242,1
DB00857,DB01072,1
DB00320,DB04794,1
DB00220,DB00784,0
DB00846,DB00753,0
DB00787,DB09290,1
DB01044,DB01098,0
DB06695,DB09238,0
DB00270,DB00776,0
DB00949,DB00173,0
DB00469,DB06803,1
DB12010,DB00617,0
DB00337,DB00836,0
DB00857,DB01628,1
DB06781,DB01297,0
DB01036,DB11574,0
DB01012,DB12874,0
DB00191,DB12020,0
DB08846,DB01367,0
DB08895,DB01208,0
DB00347,DB01191,1
DB00377,DB04840,1
DB00543,DB09167,1
DB01369,DB01395,1
DB00745,DB08502,0
DB01558,DB12026,1
DB04896,DB06237,1
DB06512,DB12513,0
DB01096,DB11855,1
DB04828,DB09185,1
DB01283,DB09274,0
DB01211,DB01221,1
DB01018,DB08882,1
DB00482,DB00696,1
DB04889,DB09048,1
DB04898,DB11823,1
DB00914,DB01274,1
DB08933,DB01062,0
DB00227,DB12235,1
DB02134,DB02489,1
DB09274,DB00757,0
DB00668,DB04946,1
DB01369,DB12371,1
DB06700,DB09235,1
DB00872,DB08901,1
DB00201,DB01396,0
DB01134,DB13179,1
DB01026,DB09017,1
DB00533,DB01131,1
DB00289,DB09224,1
DB00309,DB01392,0
DB09227,DB01069,0
DB08995,DB06512,0
DB00952,DB01130,0
DB09039,DB11730,1
DB11560,DB12466,0
DB00188,DB09273,1
DB06702,DB06730,0
DB00976,DB09054,1
DB06701,DB04076,0
DB04845,DB00323,0
DB00976,DB09049,1
DB01190,DB09227,1
DB11693,DB00839,0
DB01403,DB05812,1
DB00454,DB12483,1
DB04908,DB06335,0
DB00176,DB12582,0
DB09013,DB00471,0
DB00934,DB00846,0
DB01228,DB00194,0
DB09216,DB09053,0
DB00787,DB09071,1
DB00973,DB01628,0
DB06403,DB12329,0
DB00264,DB01171,1
DB08502,DB13874,1
DB00908,DB01131,1
DB04829,DB06729,1
DB01035,DB11614,1
DB09034,DB12332,1
DB00224,DB11730,1
DB00392,DB05239,0
DB01367,DB11757,1
DB00976,DB04975,1
DB08933,DB09195,0
DB09216,DB00233,0
DB01208,DB00244,0
DB12301,DB00969,0
DB00810,DB00972,1
DB00518,DB01155,1
DB00910,DB09273,0
DB00317,DB01392,1
DB09071,DB11967,1
DB01029,DB04557,1
DB00439,DB00273,0
DB00608,DB00617,1
DB09013,DB08933,0
DB00213,DB11672,1
DB00622,DB08860,1
DB00238,DB06636,1
DB01367,DB00778,0
DB00850,DB01191,1
DB00601,DB01544,0
DB00744,DB09065,1
DB00663,DB11581,1
DB01412,DB04845,1
DB00215,DB00783,1
DB00773,DB11967,1
DB11952,DB01132,0
DB01303,DB09034,0
DB00315,DB00788,1
DB01079,DB11689,1
DB00448,DB06693,0
DB00233,DB00656,0
DB00836,DB06700,1
DB00448,DB01359,1
DB00240,DB01248,0
DB04832,DB06789,1
DB00706,DB00527,0
DB00947,DB12235,0
DB04070,DB11823,0
DB04829,DB04938,1
DB00454,DB00586,1
DB12674,DB07615,0
DB00612,DB13158,0
DB01393,DB06712,1
DB00553,DB04842,0
DB00224,DB09143,1
DB00946,DB00628,0
DB01264,DB05039,1
DB00486,DB04938,1
DB09030,DB09185,1
DB00194,DB04574,0
DB00834,DB01072,1
DB00402,DB06712,1
DB00352,DB00468,0
DB01232,DB06654,1
DB01183,DB01193,0
DB04846,DB09048,1
DB01069,DB05109,1
DB04846,DB04871,1
DB01171,DB11689,1
DB01232,DB12457,1
DB01117,DB08439,1
DB00968,DB01764,0
DB12543,DB00841,0
DB00736,DB02703,1
DB00477,DB06726,1
DB00850,DB12332,1
DB01393,DB06605,1
DB08922,DB09238,1
DB01165,DB01198,0
DB00384,DB12693,0
DB01369,DB00796,0
DB01076,DB01152,1
DB01007,DB04825,0
DB01026,DB01544,1
DB01628,DB11979,1
DB00169,DB00918,1
DB03496,DB09237,0
DB00685,DB08895,0
DB11751,DB04884,0
DB04854,DB11886,0
DB00866,DB12255,0
DB00704,DB04977,0
DB00696,DB00982,1
DB00927,DB04652,0
DB00866,DB01036,1
DB00194,DB00180,0
DB11823,DB11697,0
DB00374,DB11963,1
DB00726,DB09123,0
DB09227,DB12020,0
DB00574,DB01103,0
DB00734,DB08877,0
DB06738,DB01035,0
DB01576,DB11915,1
DB00678,DB06268,1
DB00731,DB01403,1
DB00263,DB11901,0
DB00575,DB00687,0
DB01621,DB06712,1
DB00749,DB04216,1
DB09198,DB00751,0
DB12026,DB01177,0
DB01166,DB06267,1
DB00717,DB12332,1
DB00717,DB01259,1
DB00361,DB11952,1
DB08798,DB00575,0
DB00367,DB01076,1
DB01018,DB06412,0
DB00891,DB08865,0
DB06210,DB09099,0
DB08811,DB00444,0
DB03575,DB01118,0
DB00603,DB00784,1
DB00330,DB06210,1
DB00440,DB01595,0
DB12713,DB04871,0
DB08502,DB11652,1
DB01100,DB09198,1
DB01580,DB00205,0
DB05885,DB00214,0
DB11952,DB00827,0
DB00530,DB00571,1
DB00589,DB00706,1
DB00477,DB04846,1
DB00843,DB04898,1
DB00370,DB01181,1
DB00973,DB00813,0
DB00468,DB00843,1
DB05246,DB06636,1
DB00831,DB01303,1
DB00843,DB06712,1
DB01058,DB06267,1
DB01087,DB05039,1
DB12978,DB12267,0
DB00187,DB04630,0
DB00949,DB13179,1
DB12301,DB00591,0
DB06756,DB12093,0
DB00849,DB01131,1
DB06287,DB09213,0
DB01047,DB00233,0
DB08873,DB00392,0
DB04938,DB06594,1
DB01171,DB13174,1
DB00588,DB12235,1
DB11796,DB11942,0
DB04975,DB09073,0
DB00910,DB01165,0
DB04861,DB11581,1
DB11886,DB06412,0
DB11886,DB00674,0
DB11967,DB01190,0
DB00227,DB00425,1
DB01411,DB00593,0
DB00382,DB00530,1
DB03515,DB11697,0
DB00396,DB01403,1
DB01320,DB06595,1
DB00216,DB04725,1
DB00277,DB00425,1
DB00381,DB09183,0
DB00381,DB11757,1
DB04957,DB00865,0
DB06152,DB00997,0
DB11575,DB00508,0
DB04856,DB00973,0
DB04957,DB01177,0
DB01624,DB08896,1
DB00533,DB04911,1
DB11942,DB09195,0
DB00327,DB09083,0
DB00381,DB00599,1
DB00469,DB01195,1
DB00381,DB01303,0
DB01137,DB01400,0
DB00496,DB08868,0
DB00455,DB00988,0
DB00749,DB12147,1
DB06207,DB09101,1
DB00227,DB01175,1
DB00896,DB04572,0
DB01152,DB01395,1
DB06268,DB08816,1
DB00347,DB00668,1
DB00976,DB01411,1
DB00201,DB00445,0
DB04552,DB00263,0
DB08820,DB00851,0
DB01194,DB01037,0
DB00568,DB00810,1
DB01253,DB00205,0
DB01086,DB06712,1
DB00714,DB08899,1
DB00391,DB09330,0
DB00708,DB11586,0
DB00738,DB01190,1
DB00304,DB00850,0
DB09229,DB00574,0
DB00496,DB01012,1
DB00495,DB11652,1
DB00176,DB06401,0
DB00978,DB11689,1
DB04725,DB01764,0
DB00734,DB01072,1
DB00204,DB00601,0
DB00370,DB01094,1
DB00476,DB06702,1
DB00317,DB13174,1
DB01095,DB12874,1
DB00425,DB11963,1
DB09198,DB00187,0
DB00530,DB06595,1
DB00983,DB00437,0
DB00322,DB00378,0
DB00773,DB00799,0
DB00669,DB00721,1
DB00936,DB00338,0
DB04842,DB01583,0
DB00947,DB03515,0
DB00736,DB06777,0
DB00518,DB01263,1
DB08933,DB09095,0
DB01611,DB09213,1
DB00582,DB11886,1
DB00309,DB00568,0
DB01411,DB09235,0
DB00947,DB00392,0
DB04840,DB00324,0
DB06691,DB00279,0
DB00412,DB09183,1
DB00933,DB01628,1
DB00484,DB08882,0
DB00843,DB00997,1
DB00358,DB01167,1
DB00794,DB08860,1
DB01245,DB12674,0
DB00201,DB01002,1
DB00969,DB09063,1
DB00402,DB09288,1
DB00184,DB09213,0
DB11751,DB00104,0
DB01337,DB00627,0
DB00346,DB12301,0
DB00932,DB01227,1
DB04946,DB09102,1
DB00439,DB00465,1
DB00983,DB12597,1
DB09238,DB00234,0
DB01079,DB01359,1
DB09124,DB00934,0
DB06237,DB00685,0
DB00932,DB01588,1
DB01297,DB06210,0
DB00444,DB00751,0
DB00705,DB08864,1
DB01223,DB06725,0
DB12713,DB00787,0
DB01645,DB09167,1
DB01079,DB04725,1
DB00503,DB01018,1
DB04216,DB12010,0
DB01222,DB01232,1
DB01268,DB01406,1
DB08873,DB09223,1
DB01098,DB01263,1
DB00351,DB00836,0
DB13003,DB00494,0
DB00977,DB08922,1
DB01628,DB04938,1
DB00914,DB09167,1
DB06691,DB00288,0
DB00997,DB04946,1
DB01238,DB08864,1
DB11712,DB09173,0
DB09095,DB00679,0
DB04844,DB01337,0
DB04871,DB06781,0
DB05885,DB00669,0
DB00549,DB01191,0
DB00588,DB11586,1
DB01138,DB00734,0
DB00956,DB11581,1
DB08896,DB08867,0
DB01764,DB01129,0
DB01126,DB01176,0
DB06626,DB00494,0
DB00857,DB00872,1
DB11796,DB01369,0
DB00444,DB01076,1
DB00191,DB01394,0
DB01601,DB06605,1
DB01117,DB09061,1
DB00712,DB01411,1
DB00533,DB00553,1
DB00543,DB01036,1
DB11963,DB06412,0
DB04946,DB11718,1
DB01075,DB01050,0
DB01685,DB06292,0
DB00687,DB01074,0
DB01117,DB00608,0
DB00668,DB00891,0
DB00779,DB06803,0
DB00927,DB01191,1
DB01472,DB00817,0
DB11697,DB00209,0
DB06212,DB11737,0
DB00849,DB12245,1
DB01129,DB01590,0
DB00465,DB01041,1
DB00201,DB01072,1
DB08807,DB06228,0
DB00289,DB06512,1
DB01248,DB12235,1
DB04832,DB11613,1
DB00836,DB04725,1
DB09227,DB00240,0
DB00531,DB05271,0
DB00615,DB00377,0
DB00195,DB06691,1
DB00169,DB00603,0
DB00678,DB00891,1
DB05885,DB01208,0
DB01065,DB01645,1
DB09173,DB06237,0
DB00202,DB00288,0
DB11915,DB09239,0
DB01253,DB04630,0
DB00213,DB11730,1
DB06678,DB04825,0
DB01208,DB00508,0
DB08995,DB00279,0
DB00322,DB00969,1
DB00425,DB00951,1
DB04977,DB00264,0
DB00582,DB03783,1
DB11614,DB00201,0
DB04957,DB00338,0
DB00266,DB01028,1
DB05990,DB00437,0
DB00851,DB01623,1
DB09195,DB13874,1
DB00425,DB00846,0
DB00956,DB00495,0
DB00194,DB01252,0
DB00104,DB00700,0
DB00495,DB08798,1
DB00706,DB11672,1
DB01074,DB00563,0
DB00794,DB01152,0
DB01254,DB04889,1
DB08933,DB08922,0
DB00663,DB01072,1
DB00277,DB00629,1
DB01166,DB01576,1
DB00193,DB08903,0
DB00568,DB12693,1
DB08868,DB01214,0
DB00343,DB06789,1
DB01194,DB00841,0
DB00351,DB11575,0
DB00906,DB13783,0
DB00425,DB00810,1
DB00501,DB09195,1
DB08875,DB00518,0
DB00580,DB12005,1
DB06605,DB12267,1
DB08815,DB00806,0
DB01059,DB00307,0
DB12267,DB00539,0
DB00351,DB09297,0
DB00202,DB04854,0
DB01069,DB04855,1
DB01403,DB09048,1
DB00482,DB11757,1
DB09030,DB00234,0
DB01211,DB11886,1
DB05814,DB08903,0
DB00487,DB00677,0
DB04884,DB11718,1
DB09166,DB01261,0
DB00598,DB08901,1
DB01076,DB08502,1
DB06678,DB04725,0
DB00490,DB12332,1
DB09083,DB00202,0
DB00204,DB00976,1
DB05294,DB00209,0
DB03701,DB13874,0
DB00936,DB12466,0
DB09049,DB00642,0
DB12245,DB00253,0
DB00757,DB01026,1
DB00433,DB00861,0
DB12020,DB00593,0
DB06777,DB00599,0
DB02134,DB00711,0
DB00501,DB00557,1
DB11855,DB01165,0
DB00862,DB04894,1
DB01645,DB04356,1
DB06739,DB00261,0
DB11943,DB09173,0
DB09048,DB11978,1
DB00277,DB00571,1
DB04839,DB01190,0
DB00234,DB03783,1
DB00455,DB00381,0
DB01221,DB06287,0
DB00266,DB08865,0
DB00845,DB00163,0
DB00444,DB06730,1
DB00642,DB09198,1
DB01577,DB04911,1
DB06712,DB09065,1
DB09299,DB01708,0
DB00467,DB02134,1
DB09327,DB05885,0
DB00361,DB00518,1
DB00367,DB12332,1
DB01227,DB01406,1
DB00590,DB00623,1
DB00589,DB00250,0
DB00851,DB01028,0
DB00320,DB08502,0
DB00238,DB01261,0
DB01074,DB04840,1
DB04794,DB08910,1
DB00401,DB01259,1
DB06726,DB01098,0
DB00617,DB00337,0
DB06412,DB01228,0
DB00932,DB09555,1
DB00266,DB02134,0
DB00209,DB01168,0
DB04896,DB06218,1
DB00904,DB11679,1
DB00762,DB06287,1
DB09073,DB11619,0
DB00608,DB11689,1
DB01131,DB04854,0
DB00518,DB00749,0
DB06228,DB00433,0
DB00499,DB01114,1
DB00675,DB06702,1
DB01221,DB00827,0
DB08867,DB00827,0
DB00959,DB09224,0
DB00533,DB01623,1
DB01217,DB04630,0
DB00330,DB00575,1
DB00440,DB00758,1
DB01104,DB06712,1
DB00248,DB05154,1
DB01131,DB00753,0
DB00773,DB01233,1
DB01074,DB09297,0
DB00163,DB09102,0
DB00966,DB01588,0
DB00465,DB05154,0
DB01319,DB00539,0
DB08808,DB00663,0
DB04665,DB08865,0
DB08931,DB01044,0
DB12874,DB00233,0
DB00661,DB01155,1
DB11613,DB00330,0
DB00379,DB11718,1
DB00499,DB06726,0
DB06152,DB09183,0
DB00953,DB05812,0
DB00188,DB00494,1
DB01236,DB01274,1
DB00496,DB00574,1
DB00288,DB00266,0
DB00490,DB01764,0
DB04557,DB06268,1
DB01259,DB00623,0
DB01095,DB01132,1
DB00677,DB00294,0
DB00352,DB01174,0
DB01590,DB09048,1
DB04835,DB00934,0
DB00304,DB00936,1
DB00208,DB00863,1
DB06781,DB05271,0
DB01359,DB00495,0
DB00706,DB00757,1
DB01337,DB09013,0
DB01171,DB01222,0
DB00740,DB09238,0
DB00976,DB06738,1
DB12457,DB00788,0
DB09123,DB00367,0
DB04216,DB00180,0
DB00501,DB01472,1
DB00266,DB00927,0
DB01191,DB04844,1
DB00394,DB06741,0
DB04829,DB11718,1
DB00839,DB11963,1
DB00784,DB00933,0
DB00627,DB00918,1
DB00857,DB00186,0
DB00194,DB00672,0
DB00476,DB01611,1
DB00866,DB11672,1
DB00392,DB00998,0
DB11718,DB01222,0
DB03783,DB09290,1
DB04630,DB00228,0
DB00227,DB01079,1
DB08860,DB04871,0
DB00238,DB00636,1
DB00528,DB11682,0
DB00796,DB01210,0
DB00817,DB01065,1
DB00499,DB00730,1
DB00528,DB00356,0
DB08896,DB13919,1
DB09236,DB00741,0
DB04552,DB00721,0
DB01588,DB12301,0
DB00834,DB04856,1
DB05239,DB11581,1
DB01100,DB11886,1
DB00997,DB01708,0
DB00599,DB00191,0
DB00788,DB01130,0
DB00214,DB09063,1
DB01036,DB06726,1
DB00173,DB05294,0
DB00490,DB00530,1
DB00891,DB03756,1
DB00439,DB00490,1
DB00977,DB08804,0
DB00696,DB00862,1
DB08895,DB12693,0
DB00484,DB04552,0
DB00819,DB01076,1
DB00972,DB12483,1
DB08867,DB11730,1
DB00472,DB01395,1
DB01039,DB11986,1
DB00846,DB01193,0
DB01242,DB09071,1
DB09555,DB13179,1
DB11817,DB01173,0
DB00240,DB00394,0
DB04977,DB00546,0
DB00976,DB01392,1
DB01076,DB00494,0
DB00608,DB00865,0
DB00918,DB09296,1
DB00297,DB01013,0
DB01409,DB00352,0
DB00582,DB00776,1
DB09204,DB08873,0
DB00582,DB01069,1
DB00603,DB06725,1
DB00555,DB00448,0
DB00591,DB00209,0
DB01396,DB01624,1
DB00264,DB01208,0
DB00396,DB06803,1
DB00494,DB09273,0
DB00365,DB00924,1
DB00704,DB01406,0
DB00202,DB03756,0
DB00741,DB06267,1
DB00518,DB11979,0
DB08933,DB04920,0
DB12674,DB01131,0
DB00216,DB02703,1
DB09073,DB09099,1
DB04975,DB01355,0
DB00705,DB01171,1
DB00343,DB09225,1
DB09090,DB04911,0
DB06691,DB00936,0
DB00973,DB04856,0
DB03575,DB08798,0
DB00240,DB01242,0
DB01026,DB09195,1
DB01181,DB11689,1
DB00315,DB06626,1
DB01583,DB13179,1
DB09030,DB12543,0
DB01076,DB04794,1
DB00425,DB03496,0
DB00674,DB12332,1
DB00741,DB11560,0
DB00343,DB00546,1
DB04839,DB00487,0
DB00563,DB08882,1
DB00947,DB11963,1
DB04861,DB09123,0
DB00494,DB00253,0
DB01223,DB06148,1
DB09013,DB09061,0
DB00553,DB01086,1
DB00932,DB04908,1
DB00422,DB09166,0
DB00268,DB01117,0
DB00932,DB11979,1
DB05814,DB04846,0
DB00897,DB12267,0
DB00250,DB00317,1
DB04975,DB04898,0
DB06144,DB06414,0
DB01192,DB09185,1
DB05990,DB00706,0
DB01035,DB12161,1
DB00553,DB00983,1
DB00546,DB00668,0
DB02709,DB11791,0
DB00914,DB09288,1
DB00334,DB04938,1
DB00862,DB01067,1
DB11730,DB11986,1
DB00968,DB06144,0
DB00263,DB06803,1
DB00250,DB00799,1
DB08877,DB11614,1
DB08918,DB12245,0
DB01087,DB09090,1
DB00877,DB06512,0
DB01357,DB08896,1
